-12596	31234	65042	-35464	-50884	-8383	-26954	99420	-52681	-28661	-22929	-29007	-67715	3528	48283	41858	-58412	57909	53094	-35610	12385	-31188	-80339	12896	-94471	-45296	-37618	-2241	-95466	863	44080	15859	-62769	78942	24007	64628	-27374	9783	-33171	-95146	20556	84552	-53769	-69541	-3029	62354	96237	-49039	-20947	30237	-6531	-48644	22784	30771	-57137	90078	71744	-31656	-40362	80673	-15281	20847	-46898	-12964	-34785	-44966	22667	49514	-54879	-52256	96766	27794	44924	24242	7497	-34474	31032	9420	89273	33527	78730	6781	89336	13497	-60404	-31724	89468	-88494	-88189	-23403	24056	55921	36444	890	-24205	-89214	-89670	-91542	30147	-36415
-57927	-10233	5905	-60495	-35517	-73772	-29872	76681	-54892	34653	-6034	-923	58881	-49958	98213	31727	-26242	6982	-42221	89596	-10742	92635	-15542	52027	-85527	30559	-4328	95559	41531	72964	-32811	-5555	40176	74005	-8600	684	70859	-19458	-39742	-64550	-88965	18657	-79368	-37353	39348	91900	-37595	8804	32604	-21640	57464	-71323	-88713	-54656	-12598	4639	-51011	41605	-76066	90412	8586	-85367	-21128	86236	-46654	-55784	6688	-36826	-87576	7928	50400	77605	-88184	-76694	85197	65247	-65039	81926	-84625	-39405	29521	41189	49316	-72560	-68596	11925	96231	-76599	-39422	-61472	63710	-25907	86388	-49888	-70765	-54830	9149	29845	-88124	72767
-48657	83068	-14214	-47303	15987	-51639	-74298	87570	19151	-59787	-95455	31242	-15231	3898	50900	-38885	78441	-47738	-34341	-42340	17094	-65714	-68708	92516	-98840	78954	94243	16142	-96070	-42988	82912	2832	-14670	67634	6904	-21577	66159	-99730	4831	15096	-86486	23675	2542	-82385	-98328	26765	94602	-85815	32006	90336	4943	38289	-23961	21502	-57514	-36440	-84453	-88521	94815	98346	-12186	22102	-78117	-64904	61607	27980	68542	-28547	-65787	20589	73622	40893	20007	-34601	-40043	-90571	-37211	-39032	-46413	-65658	87422	93601	-77481	-66227	-31047	-53973	-33118	34781	-86255	58088	18853	-36881	-92948	84946	80842	-31992	-11639	-57878	-60065	-17801
15138	-34022	-28659	-76127	56314	94579	39246	-39610	-49818	36120	85429	30102	-27758	-47835	76428	96477	-39039	7483	55442	73875	-65026	55834	-31000	-60980	59730	-55630	-94123	-86971	36907	80123	60917	-96987	-93462	77250	-85230	33507	-65892	-50043	-67508	11437	53814	-30863	-21464	-8601	-59991	7557	-79364	16113	10213	-38896	91355	-71388	-84024	-26000	-44225	5358	57446	-62713	85431	11714	61603	89166	-85094	-71884	2444	-30656	30424	39004	97313	78011	-86182	-28383	38054	12500	13740	52559	-16306	-74632	-67429	63127	-30864	45875	57799	-59257	-4945	28491	85257	53539	95861	-34511	-88187	18779	34681	74368	-30419	-66466	83341	89236	96050	73271
-49672	-38052	21822	-88275	68312	-66983	-92049	-48216	22347	15197	49468	96838	71888	39907	-39570	-27972	-76713	-31818	-16004	-56480	77637	-23644	-21124	99385	-21130	21627	70436	91776	59606	39023	37760	-87859	-12670	51821	-42162	-72856	16654	-50226	-6004	-52006	4736	-50796	-61778	72834	-17833	5778	-9959	-24843	80371	-34470	-83982	56587	39934	81987	-14214	60675	-98857	-68187	66804	16549	-35306	31953	-77501	-37740	-76513	-58979	73203	-72672	25910	83523	-6687	-20491	90405	-12643	-65373	-317	90342	-42591	60552	-27859	-90899	-42101	63117	73539	-16649	-5248	-48226	-60892	-13419	-38614	-34974	-41376	-83655	93482	-65096	-66322	77075	79368	-29080	-4225
-36327	7989	22171	-5726	-41083	-46469	-27778	-4688	-22716	-16003	-87914	-17849	-74237	-44538	-58895	82601	71145	-4941	7180	72598	95088	-56060	-48456	58712	97476	51383	56229	51636	40692	-74055	-66631	27743	97188	64503	14431	47679	-6276	-18495	67043	12137	-18613	-7627	-18891	77104	22460	-49468	9402	74867	-84051	66846	-80684	11099	22072	-7716	10642	55857	99107	-65068	-179	-90070	-11798	55826	95992	-62017	36194	-86770	8621	47571	86523	79936	-2931	-14985	65946	98352	98072	-39846	-82821	25121	-46110	-93689	-45961	-856	-45225	-73659	40368	4311	89622	56905	11815	84410	-17548	-83016	-56532	-164	-97991	26161	14211	-20194	-80378	-30126
37969	81104	22754	47666	-56640	5953	-94670	-58173	-43329	90836	91005	-45061	-96619	47684	93921	16552	93347	-48792	55462	-22868	-87350	-20387	-13961	-10670	54562	-88224	-13732	-46426	-92370	34880	79529	88194	-68356	-48513	46084	79970	-21111	84892	84052	-8460	52167	-57381	27462	29172	-18347	-60760	78998	58362	20481	-70055	91591	-71367	85159	-5629	-50477	-62209	60899	70624	-80911	90446	63347	58781	9708	-576	30477	-8840	-78429	88653	18029	85132	77460	-96003	-20046	37241	-92850	996	83463	29870	-8345	99897	97723	17952	-21075	-74549	90251	26785	-29274	-79030	-6930	-25069	29233	-43068	58781	-83125	7292	-86408	21863	-94793	-82640	47509
-72544	-17721	-94609	39915	93967	-81078	63872	74012	52725	45471	73436	-69971	95250	-62730	51200	24766	-40219	-81578	61846	-35065	-7359	-50930	-86422	55190	26320	-20641	7855	-11917	-97429	-13351	-77250	-39384	40770	73295	-87075	-53872	68101	-48029	32524	-2036	-28379	45768	-93553	-92493	28720	-75246	41445	83097	-85868	20159	-94954	-68309	76178	-51570	-59284	88332	-15084	-66922	-96534	-71800	-23321	15334	67098	17962	-44606	10095	-52524	59470	909	24606	43389	20786	38754	27048	97162	-68781	-86028	-61005	-93680	-20725	-50596	-34749	-27197	-39490	-36841	-83159	36740	-96815	5863	-51455	-3355	-71936	59072	-69360	-20448	-17220	89947	26045	-50564	37975
52598	-36306	-82836	31797	-43098	79831	64971	-80436	-45687	55688	-95165	-87945	47783	-77980	94646	7894	56881	-61268	-91315	52325	-36158	-37963	-35252	-35703	-47241	45734	-32358	-54935	95004	52691	65604	39731	-29566	16352	-28191	-37596	-15464	-21953	-78073	41638	73272	60214	76160	-10021	-90165	76622	-37021	-90168	79561	-28473	60844	-88786	-7901	13886	-24471	92109	51797	-56060	-70023	-6636	-95605	-44488	-65707	35021	-71340	-34436	-56883	-69723	84792	-80454	-96262	-95607	7871	-44250	-195	-45042	7578	-40734	-65359	39712	81452	30017	-90130	35717	39378	-66524	34130	50846	29191	82803	-53561	90614	-64269	34108	-26595	-35535	-11126	-93638	47406	-52629
-14424	-87443	3808	-2381	-94883	62993	-4176	-1290	-47105	58833	-54344	-95683	80670	-98201	-4632	-28353	-17603	72751	88299	4494	81805	-92476	-75023	22985	14562	83392	-20597	-3472	-73074	-8628	-90059	-80795	63478	-62586	-87867	17325	2861	-28665	-425	-26046	-52537	-3765	34468	-38971	35535	-41610	5250	39155	-40043	96554	-40815	20245	13803	-29151	77443	94690	-89312	-75991	-78131	-28454	14429	49686	63832	46609	5411	-76533	75504	75702	-92902	63850	91468	35878	88901	71966	-14849	-68265	26480	19647	80090	-49759	-57346	78456	-60004	-59200	-65264	-89377	-51807	-82540	-17513	37872	60405	29049	53620	97328	43591	-72872	-98365	-69518	-65250	87955
79802	-93158	-97038	73369	-87361	-55173	-12073	-49495	-51396	89388	-95344	-85423	55252	38491	62217	200	56463	-14272	85258	-57836	-55201	61493	14710	51294	70489	60208	41709	-54348	-53459	96658	-76611	-74523	-55198	-7210	42670	-94223	42337	38053	29777	-33546	-80559	65621	-20295	25553	-54467	-56895	55671	61300	8053	67027	52325	40947	44545	-15476	73571	96136	90476	-34630	23250	-28980	10404	-53454	-86573	28332	40028	-70076	-66560	-57729	-25917	77750	-69376	14117	25972	-72581	5753	95925	-71343	-59027	-74395	-38028	34379	34699	-40771	-14640	-30741	-35774	46834	41113	-60064	76005	23070	74741	-69801	17291	-82242	47552	-8942	-63940	5139	78639
81275	37774	-62220	67839	-91841	15938	50470	68617	16286	82003	-66799	36354	95455	50668	93640	-70742	-49359	14668	10163	99376	30817	-20073	70861	5398	-40480	-76705	9620	24723	24040	58428	61732	71153	7296	-51635	-20609	-24803	82901	59340	80179	61482	-57679	92887	-4896	87937	-17690	-97233	86386	-94682	-13794	70196	-69683	16239	-56356	71062	65079	-98865	130	-5931	-25748	85806	83090	-58129	-21357	-92300	-81893	45944	44874	-71756	-27311	39753	85700	65188	-25999	-58302	42397	82279	45328	-9209	-88724	-62184	-59435	36727	-14778	-56047	5443	-2279	-80046	69853	-80272	-41899	-89973	64600	95136	-86379	-33512	-6095	-72039	-23260	59957	58683
48690	85303	47095	-22743	14501	-164	4304	79239	-66969	49786	-31967	16454	37186	-93567	-11172	-87677	-68628	34365	-24636	55352	96943	-9018	35088	38475	-16450	87453	-94749	-85319	-99604	17746	30164	76831	21179	-52463	16758	-26831	-1302	72469	-22339	-46391	-16158	-96433	-87136	89608	-87666	-67984	-75838	-41057	-28990	-74040	-73344	-7867	-72631	-73570	39596	-29543	73622	-5023	-52746	39735	-5763	72905	61606	-71843	48605	67662	51703	-36233	-43053	44275	33690	25325	-31398	92941	96307	-19831	-17636	80687	36688	46360	-66937	-5919	18112	-11420	-45452	33452	25463	-66948	29537	-15764	4581	62387	97474	70706	-77120	-83352	-48621	48845	-61480	59551
-22178	-49590	12806	33339	44984	19156	-57379	-69320	-42372	92928	-70567	1784	-36141	-85571	-61562	-47136	-95559	16421	-15920	24384	59958	28940	-57872	94664	33321	35679	-245	-75930	-8811	7955	19526	24592	-2780	-48058	87602	-36223	8969	-48876	-92134	-32438	-89948	-35138	32341	88741	-89444	47998	-3628	76514	-57742	-97084	28006	-53608	88736	92761	-83709	-89326	-60241	-90697	-2136	38827	-72631	48162	91438	-45326	10484	41927	75372	-70055	-6814	-58970	20905	-10769	-15102	55861	93254	77904	17514	82666	-83753	-46901	-52539	33266	38232	-66259	37613	-10348	22296	-64541	36994	7686	-86783	60458	50970	82320	-71788	-90099	-7042	-85713	24190	-86719
-74114	-88302	13333	27677	5725	-13039	-586	93033	27196	28106	55658	73550	-47526	81575	14122	14769	-99472	75405	-7660	-50754	-31850	-55868	85748	-29190	-3722	-61001	26895	52697	-33027	-1795	-98294	-46548	50669	73004	3707	-81715	29802	16861	88369	-30480	31145	30677	-70271	-85250	-74724	-17686	-13501	-89976	-37390	60540	24891	-60388	-31393	-61335	54870	-19558	49554	82746	-12691	-72936	-7121	345	69081	73475	-26102	29394	-3402	-81552	-16300	-58171	-83217	97456	14914	29609	59337	-93249	-75910	-89635	-88611	-75633	-63899	-44333	99818	-38454	-40859	54712	33708	63107	-85478	-6765	22927	-64925	84825	-29471	-35085	1109	-6760	-57674	-97980	-49066
-18862	-55322	-61010	35244	-59742	-71308	67799	-2685	85920	-32289	12619	19446	61587	-26484	84257	47853	79538	-52543	-64229	-33833	48181	-30564	-55989	-42849	-15627	28239	90466	47189	59286	96163	92525	-45518	-56017	203	-42849	4428	62448	-92980	-57921	-26268	-25736	-95122	-29002	-36538	53386	-22721	16943	79962	-22716	-73907	-65928	-38951	-86543	30013	-72851	-27935	-9420	94159	74589	58836	77664	-94677	8016	-45643	-62581	6514	-96396	-17223	52300	80640	-35796	99246	44144	-58258	78032	-81500	26877	-95925	46077	48799	93821	-56370	30101	-76727	83286	88142	11543	41464	96673	-70845	21797	48227	32059	1159	61843	-19637	26124	-47110	-50272	34681
34713	41437	-12952	-61219	-80709	62777	-30813	82759	68142	36243	-43448	51813	87495	-6867	18759	-71150	68028	73877	-34014	-10978	33560	66192	-43731	-55356	69521	-99488	2237	-1847	18999	34513	82984	84243	72887	-34585	-87478	-50478	91883	-12572	90642	37799	96745	45900	46656	38857	20134	28265	-43027	92808	60038	-37819	-29233	82121	-44303	35716	82069	50439	-95372	-97663	69788	-16606	-10619	-80346	-53896	41833	34281	-14137	35690	-14330	-40741	31334	-94089	-5748	13942	41209	-92186	84234	26922	7312	-39471	-27071	47798	-16154	24259	-61486	89506	90161	-76872	53212	-76616	-97702	-18745	32341	-18774	-2112	39676	33678	-434	61490	44666	-78913
-23499	-37629	-90253	50300	51199	-89605	-15305	13742	71255	-3444	45642	-40882	-44841	-13959	48471	-91440	-8910	-25414	-83724	-36533	-51985	47309	-89128	-17961	-20689	37446	-30415	-34635	52055	90934	-67311	-4954	46831	75869	95605	-46870	26078	-11202	91383	-1954	-92077	-85275	10294	-2211	27247	87636	-21219	-14234	7030	29650	-39303	59420	-33312	-783	-30585	69531	-55005	-71564	-71647	-86580	-71584	-4280	-68883	86701	-68281	-47267	-29832	8903	-31641	-69569	-98875	-83717	-60758	94183	47250	-66157	-24902	14927	39168	-52685	-4182	54853	20710	81381	5291	-2112	90196	39270	-96689	-5675	-14490	-63114	72295	-77233	-89306	91755	90728	75688	-40630	-83656
-70586	-34709	71701	-96704	-28739	-25725	53519	-51855	-89072	68171	-13511	-83068	-30824	60295	64606	47531	-58941	-12551	-81415	-31219	60472	36871	-98904	7720	68269	-43992	-71790	46748	-6843	-10803	22435	-16633	40606	42857	-24030	51159	62256	-75789	74489	77306	94362	42279	-21341	-15460	24468	-82289	-85806	36742	-72713	48241	-41084	71352	-24581	2102	-18311	25157	-91868	-55396	91456	-25403	-81596	-38535	-90130	-19602	-77351	-44887	-39752	90363	43579	-60684	20281	-86867	-75214	845	77329	78118	32026	64842	97895	28912	59975	-7301	-84382	-14685	-28114	62649	90525	-56130	62720	45633	-66374	34675	-12821	89729	73445	44988	-93020	-54675	61443	17963
86228	42119	-33987	-98658	-69652	1922	7794	80330	-49278	88755	87011	24109	31814	44990	-30098	-40208	17603	33790	-9643	99971	38712	53764	-26618	-974	61583	54278	17672	-81234	5081	64587	42672	-1883	-39196	-96305	93692	-41230	21421	-59608	24544	-15904	70509	-13580	-39130	64837	-44431	3362	92968	34207	78282	99925	97975	21723	26320	59162	-65838	-94912	-52558	-15656	18351	-95710	-1221	64557	73403	-6125	-35263	91054	-30040	-21500	13269	-85494	62596	17560	-79771	23360	-75805	1617	-52566	-58505	97890	-8712	-86821	-92755	42441	82993	44365	-31720	96108	-53112	90167	-49861	-54920	-31875	80214	-43968	-87164	48781	-58184	12195	66375	-99645
1015	25685	29102	-45666	66311	36286	4094	-45871	15614	47525	4732	41630	-49287	92810	21963	12328	70592	42526	-23887	28984	-57135	-23802	56870	-16580	-69049	63799	71914	96889	41537	54447	-53812	-46236	-96522	-22894	-5506	65024	-93501	-66545	9181	-11911	67066	-30283	-38489	79101	-8383	-50501	15780	-36140	-69575	69587	-95859	52342	49460	-25192	-9333	78002	48572	37345	78639	62508	20901	93949	57665	94278	-49004	-19883	8155	15032	64686	-73145	58937	-95877	22022	92668	74870	30244	64879	15524	-25810	-48772	982	39184	39816	3894	8366	88529	-57404	-4424	61196	42857	90221	-77580	-55960	-26992	-88808	-9395	27726	10939	-24754	7222
88771	-65179	35625	-71400	-55628	-3136	55732	59782	59969	14597	21603	-14637	93139	-25008	-18916	26276	-64305	91851	45005	78744	-50547	24216	16652	93390	-87856	-96949	-14324	48400	34858	47314	-44074	41877	-71408	90806	66395	79183	-59398	-478	-85207	99931	-78883	91745	-83712	60683	-151	-34945	33361	25561	50673	8182	-38681	43540	-47721	90276	-56933	-86712	21402	3977	71099	-20198	23437	-98643	90397	75386	98722	-63250	22954	94862	-96901	-5015	-42232	-41861	-67701	-79407	-49775	48668	-54740	-38434	39401	73962	79796	82199	67434	92714	-82149	48332	-8776	-2680	7897	28937	96672	-77205	64305	-34679	14271	-31633	23365	-1947	-59890	27595
-15759	50226	-81795	52642	57701	-62253	19913	20949	42791	-5661	-20836	55712	-64066	88038	29753	-4705	-70495	-64691	-52556	-96988	25724	-64046	-77375	24644	-89100	-62434	-75483	83864	-9937	-1131	-77016	-13986	81043	-54567	2766	-37050	43625	78619	90964	-68670	-84724	-40837	-65742	23367	48578	30115	-91865	60719	-6857	-44339	-5301	-76863	-40281	-35586	-39894	31937	62489	38260	27193	-69811	45880	-83177	-60020	-24133	93330	42585	58729	98587	-58535	-190	69953	12987	-403	-52654	26121	61059	16540	57614	55901	3312	83761	-36671	82723	94711	57223	-47399	-62639	41771	52799	-76200	-56903	52985	45832	69534	-78106	-86020	-34318	20607	23105	65072
70172	88663	-47915	54098	29835	77135	-45157	87071	-65907	-99944	-16778	-84389	98867	-69493	-86416	-46577	-56949	4712	-35330	98914	-66714	-44109	-39306	45956	46876	-19711	59344	35384	59613	24474	-97602	32407	-60183	92746	-66943	54066	10539	58782	-8842	-31421	-75016	76223	-26419	96610	-38942	69373	-51213	-56316	-54309	46062	-27215	-3199	49332	21192	-22591	14012	9964	-12126	-5574	17412	-38007	-15695	-50846	-31374	-40077	27385	15294	23153	-90496	57498	-2607	-56076	29668	-99879	-75223	-95932	30813	6183	-3491	-69409	-7899	31453	11018	-43725	-75162	65583	-67306	19499	-59249	-9125	-62854	40250	-1810	14153	-76182	74442	-8405	-93673	71964	9152
48964	-47602	-80100	-60253	4171	34432	-21837	-14606	-88420	-52362	-56569	48627	-22344	90568	63992	-94086	91076	-4334	76842	-39833	40135	77171	36307	58780	-25384	-10535	27022	88919	12613	66345	-36523	-2879	-96452	-86815	32721	-86676	92546	12154	68583	59518	-19579	64703	52286	46599	24681	33380	-38794	14866	68433	63095	64861	-78552	-83750	85065	-97485	-9025	5063	-72177	9138	42269	-33129	-19692	-52366	67048	31210	-39211	-70313	-78944	80457	-14410	-58844	42079	13430	-30517	-74214	-18363	3944	-41852	-797	-38843	-79056	-87586	4956	-66254	54978	50509	99865	76921	2712	-22681	-91942	95458	44678	99362	-26878	74622	-32712	73318	11925	45193
93913	-37598	71892	24957	-87653	34520	58508	-53727	-68066	-99399	-29439	91567	48737	82785	57666	-82964	59308	97512	-6287	28081	-31586	-88454	58703	-17693	8265	-30864	-27294	-11141	-74850	51282	23819	-77688	-44674	61235	-64514	75	-48684	3405	-1156	-48125	2032	56878	71904	-81904	64337	-25715	63953	-20741	-74533	-28525	-30698	40835	-85505	-20893	-93842	27092	-39173	99452	-46766	-1980	56008	-76995	-66149	39119	-89779	32168	6007	47766	-36715	-98982	55422	-99500	-82440	28709	-40582	84211	94070	-96800	71540	-91198	44027	17306	94351	-79479	-61320	-76342	-82948	1885	-31572	-8868	78287	19663	89623	-43453	65050	-39665	-66449	-39733	-30400	-18492
92775	62222	7002	-82517	53823	79519	50432	-10715	45958	68247	69968	71974	38113	29623	31715	53133	-1974	32353	-89576	3582	11334	17412	43205	-88149	-8179	67537	-22194	-73219	79727	-30368	41074	1131	72822	2175	56975	-35654	38132	-80658	-74362	30410	-44532	19839	13682	63228	98987	-28499	-26846	-53229	70537	83073	12639	-76789	4034	41337	29766	59969	6905	-12114	-57713	-94467	-28942	-82593	-73336	-88242	-42113	-92882	-93297	-28277	78354	9913	56229	45303	-13337	9994	-61579	-75238	38540	65764	94814	7376	-78078	-57176	-30219	-11994	-81642	-82835	35883	45481	-571	-41697	74409	-20083	49637	-27519	42523	12847	37295	-42711	36171	82291
-10345	-61518	-98744	51526	65994	13836	77893	-30401	17111	96608	-7324	-26525	-6461	64674	46671	-8735	-74666	-81235	13364	87693	-94881	-19084	-35240	66554	-59393	9804	-2320	94437	65335	-24276	-58957	82720	78093	-17906	39173	-41823	-28715	1619	94892	-63038	-93606	-89820	-50014	-13871	-70361	-38426	192	76016	61402	-46485	45353	54588	-29791	91093	96677	-51096	-85867	-16924	-46236	37649	10674	-48384	86265	22462	94832	-49512	97232	87837	21095	-45487	-79032	-48235	54814	-22411	-39186	-24277	-18649	36948	-22665	-89995	-97569	-27424	78326	-22872	69645	-5782	62980	-59063	66687	18052	-2137	-7198	94590	-46895	77983	67904	47705	-94339	-65807	757
36724	-63491	73438	92984	10651	1134	-12031	-58425	6045	-62156	-27685	73354	-38261	34035	-97439	40169	-54402	11062	30065	96716	94932	24858	53001	-24253	-52775	54244	-88186	-12682	-40883	33319	76338	58439	38335	32918	-83177	57315	30679	73418	-88834	-96090	-43243	-80539	56868	86093	-41175	-38299	1790	-49821	64353	-38733	37695	28106	-6831	-21064	43000	65847	-27306	10249	95403	89450	11728	-5797	-16129	49179	-6336	11509	-24982	76792	-26033	-86184	70093	-52765	94153	89498	-80154	75410	77366	-48253	-14363	10133	31829	-58807	12707	90181	13530	-50441	-91576	52654	6143	36473	31895	-19942	-26235	-29876	-84551	-80570	-7802	-83328	6251	-44741
-4891	-69252	-30228	73249	60999	-86835	88145	83671	-20475	-81880	94158	-68773	-17504	-83491	83307	46762	-5398	88761	32946	-21703	-63020	-27809	-98531	49687	99177	-85315	-26475	72644	27218	5056	-90816	56415	-40149	-85033	28057	6589	43120	1625	56207	-73428	77290	45070	9593	-33716	88061	22682	-73821	43027	-8556	-64601	25836	80120	1060	-47070	-42516	-62502	2135	85636	98372	-78303	-71244	-20612	-2073	-41102	21433	81704	28894	-54295	-83678	4939	49533	-38920	93204	65014	60477	32153	-86670	-46792	61992	-75173	96878	-48126	-94983	1893	26590	-20221	-73329	83458	-28675	84062	-40274	27249	-49536	-85589	-96315	-25432	-32375	-99423	88999	-19323
